internship_title,company_name,location,start_date,duration,stipend,required_skills
Video Making/Editing,Yenveez Private Limited,Bangalore,Immediately,1 Month,"₹ 10,000-12,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Anchoring,GreyCampus,Work From Home,Immediately,1 Month,"₹ 15,000 /month","Teamwork, Time Management"
Database Building/Management,ARK Exim,Nashik,Immediately,1 Month,"₹ 4,000 /month +  Incentives","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Social Media Marketing,Your Desk,Gurgaon,Immediately,1 Month,"₹ 10,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Social Media Marketing,Toothfully Yours,Pune,Immediately,1 Month,"₹ 5,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Event Management,Good Cause,Delhi,Immediately,1 Month,"₹ 10,000-15,000 /month","Teamwork, Time Management"
Social Media Marketing,Samvarddh Associates Private Limited,Work From Home,Immediately,1 Month,"₹ 2,000-4,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Search Engine Optimization (SEO),RJ Maison Luxe,Gurgaon,Immediately,1 Month,"₹ 10,000 /month","Teamwork, Time Management"
Social Media Marketing,Above The Fold,Work From Home,Immediately,1 Month,"₹ 5,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Marketing,DGate Integrated Services Private Limited,Bangalore,Immediately,1 Month,"₹ 10,000-15,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Ecommerce Listing Support,CLAP - Creative Learning Arts & Performance,Work From Home,Immediately,1 Month,"₹ 10,000 /month","Teamwork, Time Management"
Sales Consultant,Novel Nuggets,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Video Editing,Mindwize,Noida,Immediately,1 Month,"₹ 5,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Program Management (Torch Bearer),HappiMynd,Work From Home,Immediately,1 Month,"₹ 2,000-3,000 /month","Teamwork, Time Management"
HR,My Digital Agency,Pune,Immediately,1 Month,"₹ 7,000 /month","Teamwork, Time Management"
Sales,Dapper Drape,Work From Home,Immediately,1 Month,"₹ 1,500 /month","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Online Teaching,Ace Coders,Work From Home,Immediately,1 Month,"₹ 5,000 lump sum","Teamwork, Time Management"
Social Wellbeing Research,HappiMynd,Work From Home,Immediately,1 Month,"₹ 1,000-2,000 /month","Communication, Community Outreach, Project Management, Teamwork, Time Management"
B2C Sales,HappiMynd,Work From Home,Immediately,1 Month,"₹ 1,000-2,000 /month","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Facebook Marketing,Cyber Pathshala India,Work From Home,Immediately,1 Month,"₹ 3,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
React - Python Development,NGS India,Navi Mumbai,Immediately,1 Month,"₹ 5,000 /month","CSS, Git, HTML, JavaScript, OOPs, Problem Solving, Python, Responsive Design, Teamwork, Time Management"
Content Creation,Cyboard - The Online School,Gurgaon,Immediately,1 Month,"₹ 15,000 /month","Teamwork, Time Management"
Accounting & Bookkeeping,FinThink Academy,Jammu,Immediately,1 Month,"₹ 6,000 /month","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Onboarding,Intervue,Work From Home,Immediately,1 Month,"₹ 8,000 /month","Teamwork, Time Management"
Academic Counseling,VSVK Pro Education Private Limited,Work From Home,Immediately,1 Month,"₹ 2,500 /month","Teamwork, Time Management"
Instagram Reels Creation,Jorim Technology Solutions Private Limited,Chennai,Immediately,1 Month,"₹ 10,000 /month","Teamwork, Time Management"
Human Resources (HR),HR Footprints,Nizampet,Immediately,1 Month,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Social Media Management,Kitchen Spurs,Mumbai,Immediately,1 Month,"₹ 12,000 /month","Communication, Community Outreach, Project Management, Teamwork, Time Management"
Accounts & Finance,Saraswati Constructions,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Web Designing,Megha Mam (Freelancer IT Services),Indore,Immediately,1 Month,"₹ 5,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Graphic Design,Think Dynamik Media,Work From Home,Immediately,1 Month,"₹ 2,000-5,000 /month","Teamwork, Time Management"
SEO (Off Page),CaptureATrip India Private Limited,Work From Home,Immediately,1 Month,"₹ 4,500-6,000 /month","Teamwork, Time Management"
Digital Marketing,Jazp,Bangalore,Immediately,1 Month,"₹ 8,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
E-commerce Operations,Zenmach Technologies Private Limited,Hyderabad,Immediately,1 Month,"₹ 5,000 /month","Teamwork, Time Management"
Human Resources (HR),SuperTails,Bangalore,Immediately,1 Month,"₹ 15,000-20,000 /month","Teamwork, Time Management"
Digital Marketing,INTEGRATED EDUSYSTEMS PRIVATE LIMITED,Delhi,Immediately,1 Month,"₹ 3,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Talent Acquisition - Sourcing,Zillancer,Navi Mumbai,Immediately,1 Month,"₹ 15,000 /month","Teamwork, Time Management"
Marketing,BAI Infosolutions Private Limited,Gurgaon,Immediately,1 Month,"₹ 15,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Interior Design,ModScale,Bangalore,Immediately,1 Month,"₹ 8,000 /month","Teamwork, Time Management"
HR Recruitment,Kale Logistics Solutions,Thane,Immediately,1 Month,"₹ 10,000 /month +  Incentives","Teamwork, Time Management"
Social Media Marketing,Brandshark,Bangalore,Immediately,1 Month,"₹ 5,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Android App Development,Eximap Nisarg Private Limited,Work From Home,Immediately,1 Month,"₹ 5,000 /month +  Incentives","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Social Media Marketing,GrowthAide,Work From Home,Immediately,1 Month,"₹ 5,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Content Editing,TechWhoop,Work From Home,Immediately,1 Month,"₹ 3,000 /month","Teamwork, Time Management"
UI/UX Design,Business Toys,Bangalore,Immediately,1 Month,"₹ 10,000 /month","Teamwork, Time Management"
Lead Generation,SKIMA,Mumbai,Immediately,1 Month,"₹ 20,000 /month","Teamwork, Time Management"
Embedded Software/Hardware DevelopeMENT,Mag9 Energies Private Limited,Mumbai,Immediately,1 Month,"₹ 5,000-15,000 /month","Teamwork, Time Management"
Web Development,Samruddhi Industries,Navi Mumbai,Immediately,1 Month,"₹ 6,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Business Development,HyperVerge,Bangalore,Immediately,1 Month,"₹ 25,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Motion Graphics,Your Marketing Mascot,Work From Home,Immediately,1 Month,"₹ 2,000 /month","Teamwork, Time Management"
Graphic Design,Nuage Health Devices Private Limited,Delhi,Immediately,1 Month,"₹ 10,000 /month","Teamwork, Time Management"
Human Resources (HR),Cocentrus,Delhi,Immediately,1 Month,"₹ 5,000 /month","Teamwork, Time Management"
Graphic Design,ProTeam Softwares India Private Limited,Chennai,Immediately,1 Month,"₹ 10,000-12,000 /month","Teamwork, Time Management"
Business Development (Sales),Reyan Consultancy Services,Work From Home,Immediately,1 Month,"₹ 15,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Social Media Marketing,Vermi Organics Private Limited,Work From Home,Immediately,1 Month,"₹ 5,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Figma Design,FynTune Solution Private Limited,Thane,Immediately,6 Months,"₹ 8,000-12,000 /month","Teamwork, Time Management"
Stock Market Research,ADSMIT MEDIA,Work From Home,Immediately,6 Months,"₹ 4,500-7,000 /month","Teamwork, Time Management"
Legal Research,Independent Thought,Greater Noida,Immediately,6 Months,Unpaid,"Teamwork, Time Management"
Chartered Financial Analytics (Level-1),Boston Institute Of Analytics Global Education Private Limited,Mumbai,Immediately,6 Months,"₹ 15,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
AI Research & Engineering,Elementals.ai,Bangalore,Immediately,6 Months,"₹ 15,000-18,000 /month","Data Preprocessing, Machine Learning, Python, Scikit-learn, Teamwork, Time Management"
Human Resources (HR),Masin Projects Private Limited,Gurgaon,Immediately,6 Months,"₹ 5,000-10,000 /month","Teamwork, Time Management"
Travel Consultant,Travelling Folks,Srinagar,Not specified,6 Months,"₹ 6,000 /month +  Incentives","Teamwork, Time Management"
Business Development,StockUp,Hyderabad,Immediately,6 Months,"₹ 2,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Video Making/Editing,LIV Worldwide,Delhi,Immediately,6 Months,"₹ 5,000-10,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Industrial Automation And Electrical And Electronics Tech Support Engineering,Eaasy Tech,Nagpur,Not specified,6 Months,"₹ 8,000 /month","Teamwork, Time Management"
Content & Copy Writing,Prizalo Enterprises,Work From Home,Immediately,6 Months,"₹ 2,000 /month","Teamwork, Time Management"
International Business Development,FinBridge,Delhi,Immediately,6 Months,"₹ 10,000-20,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Reel Script Writing,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
Video Content Creation,Kripesh Adwani,Bhopal,Immediately,6 Months,"₹ 5,000-12,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Customer Service,UXINDIA,Work From Home,Immediately,6 Months,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Content Writing,Everyday Job Alert,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives","Teamwork, Time Management"
Telecalling,Docsy MedTech Private Limited,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month","Teamwork, Time Management"
Python Development,Pragament Tech Solutions Private Limited,Hyderabad,Immediately,6 Months,"₹ 10,000 /month +  Incentives","CSS, Git, HTML, JavaScript, OOPs, Problem Solving, Python, Responsive Design, Teamwork, Time Management"
Frontend & WordPress Development,Clever Growth Private Limited,Work From Home,Immediately,6 Months,"₹ 8,000-15,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Social Media Marketing,AnAr Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Digital Marketing,MitraSena,Nagpur,Immediately,6 Months,"₹ 3,000-8,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Motion Graphics,Basavaraj Biradar,Bangalore,Immediately,6 Months,"₹ 7,000 /month","Teamwork, Time Management"
Electrical Engineering,Isourse,Delhi,Immediately,6 Months,"₹ 20,000 /month","Teamwork, Time Management"
Admissions Counselling,MANPREET  KAUR,Work From Home,Immediately,6 Months,"₹ 8,000-20,000 /month","Teamwork, Time Management"
Teaching- Mathematics (Class 9),Maraekat Infotech Limited,Mumbai,Immediately,6 Months,"₹ 5,000-7,000 /month","Teamwork, Time Management"
Digital Marketing,CloudThat,Bangalore,Immediately,6 Months,"₹ 7,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Backend Development,ZasmLabs (OPC) Private Limited,Pune,Immediately,6 Months,"₹ 15,000 /month +  Incentives","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Digital Marketing,Prosync Infotech Private Limited,Delhi,Immediately,6 Months,"₹ 9,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
WordPress Development,Blue Planet Info Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Digital Marketing,FLEECA INDIA PRIVATE LIMITED,Jaipur,Immediately,6 Months,"₹ 3,000-10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
WordPress Development,The Devisors Technologies,Work From Home,Immediately,6 Months,"₹ 1,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Content Creation,Hello Study Global,Work From Home,Immediately,6 Months,"₹ 2,000 /month","Teamwork, Time Management"
Simulation Development And Testing,Quantum Quasar,Nagpur,Not specified,6 Months,"₹ 11,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Creative Design - Video Editing & Graphic Design,BranDigitalize,Work From Home,Immediately,6 Months,"₹ 3,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
News Writing,Vertechno,Work From Home,Immediately,6 Months,"₹ 2,000 /month","Teamwork, Time Management"
Digital Marketing,I Cap Financial Services,Bangalore,Immediately,6 Months,"₹ 3,000-10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Equity Analytics,Integra Capital Management Limited,Delhi,Immediately,6 Months,"₹ 5,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Law/Legal,The Law Basic,Work From Home,Immediately,6 Months,Unpaid,"Teamwork, Time Management"
Business Development (Sales),Edzer Education Private Limited,Work From Home,Immediately,6 Months,"₹ 4,000 /month +  Incentives","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Digital Marketing,Pratah Kiran,Delhi,Immediately,6 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
14 Days Virtual Charity Drive,Pawzz,Work From Home,Immediately,2 Weeks,"₹ 1,500-10,000 lump sum","Teamwork, Time Management"
English (Teaching),Sarvam Foundation,Work From Home,Immediately,2 Weeks,Unpaid,"Teamwork, Time Management"
E-Commerce Management,Cityvibes,Jaipur,Immediately,2 Weeks,"₹ 9,000 /month","Teamwork, Time Management"
Talent Acquisition,Social HR,Pune,Immediately,2 Weeks,"₹ 5,000 /month","Teamwork, Time Management"
Campus Ambassador,Formfees,Work From Home,Immediately,2 Weeks,Performance Based,"Teamwork, Time Management"
